ClientID,Name,TypeID,Location,Region,Pricing
2622,896 Eatery,7,Collinsville,HI,1
2623,6762 Grill & Tap,4,Savannah,CA,2
2624,Fat Juice Bar,5,Lake City,OH,2
2625,Blue Cafe,7,Aliso Viejo,CO,2
2626,Hungry Kitchen,1,Kihei,MA,2
2627,Silver Kitchen,3,Durango,NJ,2
2628,Blue House,2,New York,CA,3
2629,Fast Burger,4,Bourbon,NY,2
2630,HL Kitchen,1,Portland,CT,2
2631,Blue Bar & Grill,6,Portland,IN,2
2632,Fast Bar & Grill,6,Los Angeles,NY,2
2633,Golden Subs,4,Piscataway,CO,1
2634,Salty Bar & Grill,7,Brighton,WA,3
2635,Fat Kitchen,5,Springfield,NC,3
2636,IZ Grill,1,Wytheville,CO,3
2637,3597 Burger,1,Burlington,MA,2
2638,Belly Shakes,7,Peachtree City,NC,2
2639,Orange BBQ,6,Oceanside,OR,1
2640,Smokestack Curry,5,Pittsburgh,CO,1
2641,Fat Box,3,Armonk,GA,3
2642,Blue Plate Eats,3,Burbank,TN,1
2643,Golden Burger,5,Tenafly,CA,2
2644,Golden Pub,2,McCall,NJ,2
2645,Red Curry,1,Alpharetta,WA,2
2646,Blue Plate Deli,4,Lihue,OR,2
2647,Sugar BBQ,3,Chicago,AR,1
2648,Fast Eats,7,Kimmswick,TX,2
2649,Blue Plate Burger,7,Denver,TN,2
2650,Golden Curry,2,Las Vegas,FL,3
2651,Silver Steakhouse,4,New London,CA,1
2652,384 Subs,7,Calabasas,KY,2
2653,Thirsty Box,3,Mississauga,NY,2
2654,CU Cafe,1,San Diego,NC,1
2655,75 Burger,1,Idaho Falls,TX,2
2656,Sugar Spoon,5,Greenfield,IL,3
2657,Red Diner,7,Norfolk,TX,1
2658,11 Gastropub,6,Santa Fe,SC,1
2659,Belly House,1,Colombus,WI,2
2660,Orange Spoon,5,Wilmington,AZ,2
2661,Salty Coffee,5,Virginia Beach,CT,2
2662,Smokestack Deli,5,Gardena,NH,3
2663,Big King,7,Glendale,AZ,2
2664,Big Pub,3,New York,NC,1
2665,Silver Box,4,Montclair,CA,2
2666,Fat Eatery,4,Easton,GA,2
2667,Smokestack Bar & Grill,1,Pinellas Park,WA,3
2668,Fast Diner,4,Santa Barbara,NY,2
2669,TWX Coffee,2,South Pasadena,IL,2
2670,Big Gastropub,3,Cincinnati,CA,3
2671,Sweet Gastropub,7,Savanna,NY,1
2672,Blue Plate Curry,1,West Columbia,MO,2
2673,Sugar Deli,3,Prescott,MA,1
2674,Silver Eats,4,Monroeville,PA,2
2675,3695 Box,4,Haverhill,CA,3
2676,Silver Coffee,3,Houston,OH,2
2677,Salty Creamery,6,Las Vegas,FL,2
2678,GVP Eats,7,Las Vegas,MN,2
2679,Blue Plate Eats,1,Everett,MN,2
2680,Sweet Steakhouse,6,Berkeley Heights,FL,2
2681,24 Bar & Grill,5,Sandwich,VA,1
2682,Orange Eats,1,Santa Monica,FL,3
2683,2893 Eats,3,Ogden,SC,2
2684,Green Pizza,1,Auburn Hills,NY,2
2685,Blue Plate Eats,7,New Orleans,CO,1
2686,Silver Pub,1,Bayville,CT,2
2687,Blue Kitchen,2,Green Bay,CA,1
2688,HC House,1,Atlanta,TX,1
2689,Fast Cafe,5,Seattle,LA,1
2690,Blue Bakery,4,Santa Monica,MD,2
2691,Sweet Spoon,4,Cedar Key,CA,2
2692,97 Dragon,5,Houston,GA,2
2693,Big Juice Bar,2,Davidsville,LA,3
2694,WR Pizza,4,Brea,SC,1
2695,Sugar Gastropub,7,Ho-Ho-Kus,ON,3
2696,Red Sushi,2,Longport,CA,2
2697,Orange Steakhouse,7,Kissimmee,GA,1
2698,Red Cafe,7,Brentwood,CA,3
2699,Smokestack Subs,5,Los Angeles,FL,1
2700,Blue Creamery,4,Minden,CA,2
2701,Golden Bar & Grill,4,Spring Valley,OR,1
2702,Green Cafe,1,Manhattan Beach,CO,2
2703,Spice Bar & Grill,6,San Antonio,CA,1
2704,Silver Eats,1,Ellison Bay,OR,1
2705,Belly Eats,6,Miami Beach,VA,2
2706,Salty House,5,Carmel,OH,1
2707,Fast Deli,3,Carrollton,NY,1
2708,Red Coffee,2,Eagle Lake,NY,2
2709,Blue Plate Grill,6,Bradley Beach,RI,1
2710,Fast Deli,3,Wichita,NY,2
2711,Blue Plate Grill & Tap,5,Yorktown Heights,MA,1
2712,Hungry Burger,4,Hamilton,NY,3
2713,Red Burger,5,Wenatchee,VA,2
2714,7627 Gastropub,2,Highlands,CT,2
2715,Silver King,1,Astoria,WA,2
2716,Blue Plate Burger,4,Chicago,NY,3
2717,Hungry Sushi,5,Henderson,FL,2
2718,Blue Burger,5,Indianapolis,MD,1
2719,Big Cafe,3,Montgomery,TX,1
2720,1552 Shakes,3,Orillia,FL,2
2721,ZA Sushi,2,Frankfort,OH,3
2722,Salty Burger,5,Saint Paul,WV,2
2723,Smokestack Brasserie,7,Boca Raton,TX,2
2724,Spice Coffee,1,Santa Cruz,NJ,3
2725,Belly Gastropub,3,South Ozone Park,FL,1
2726,Red Curry,2,Poughkeepsie,FL,2
2727,Salty Cafe,6,Huntsville,NY,2
2728,9013 Curry,6,Atlanta,TN,3
2729,ILQ Coffee,2,Richardson,CA,2
2730,Silver Brasserie,7,Brooklyn,OK,1
2731,Sweet Bar & Grill,7,Charleston,NY,2
2732,Belly Eatery,3,St Petersburg,CA,2
2733,Belly Brasserie,2,Santa Rosa,NC,3
2734,Belly Curry,7,Los Angeles,FL,3
2735,Sweet Diner,7,Chicago,MA,2
2736,Smokestack Cafe,4,Krebs,SC,3
2737,Orange Subs,6,Fowler,PA,3
2738,HLM King,6,San Diego,OH,1
2739,Fat Box,6,Louisville,TX,3
2740,Fast Cafe,7,Lynden,PA,2
2741,Orange Bakery,5,Edmonton,OH,2
2742,Thirsty Shakes,5,North Bend,VA,2
2743,Golden Dragon,1,Boston,WY,1
2744,Sugar Box,4,San Gabriel,TX,3
2745,Golden Curry,4,Florence,MO,1
2746,Smokestack Deli,7,Pittsburgh,CA,3
2747,IF Eats,2,Reno,OH,3
2748,Sugar Gastropub,5,Yuba City,WA,1
2749,Sweet Eats,4,Pittsburgh,GA,2
2750,Big King,4,Livermore,CA,1
2751,TIS Pub,3,High Point,GA,3
2752,Red Creamery,1,New York,NJ,2
2753,VEB Subs,3,Puako,VA,1
2754,MC Deli,4,Farmington,OH,1
2755,Spice Curry,7,Danbury,IL,2
2756,Spice King,6,Chicago,TX,2
2757,VNK Bar & Grill,5,Benson,CA,1
2758,683 Cafe,5,Toronto,MA,1
2759,Hungry Grill,1,San Antonio,CA,2
2760,EIY Pub,7,Sandy,MT,1
2761,Salty Shakes,1,Crozet,CA,2
2762,Sugar Spoon,3,New Orleans,UT,2
2763,Smokestack Shakes,2,New York,NY,1
2764,Smokestack Bakery,7,Norridge,NJ,3
2765,Red Grill & Tap,7,Bedminster,MD,2
2766,1965 BBQ,4,Houma,WA,1
2767,Hungry Dragon,3,Boston,NM,2
2768,10 Gastropub,7,Newark,AB,3
2769,AE Steakhouse,1,West Tisbury,TX,3
2770,Red Creamery,3,Greenville,PA,2
2771,Orange Bakery,4,Pittsburgh,GA,1
2772,Fat House,6,Catharines,NY,2
2773,Salty Gastropub,1,Charleston,CA,3
2774,Silver Box,4,Wilmington,WI,3
2775,Green Eats,7,New York,SC,2
2776,II House,7,Williams Bay,VA,2
2777,Thirsty Pizza,2,Rehoboth Beach,FL,2
2778,Fast House,5,Luverne,NJ,2
2779,Red Dragon,2,Austin,CA,2
2780,Sweet Brasserie,5,Rochester,MA,3
2781,Spice Gastropub,4,New Braunfels,AL,3
2782,Thirsty Steakhouse,1,New Hope,WA,3
2783,PY Grill,2,Big Sky Town Center,AL,2
2784,WH King,5,Upland,CO,2
2785,YEE Juice Bar,7,Brooklyn,TX,1
2786,AP Bakery,6,Scarsdale,NY,3
2787,Fat Diner,4,Lodi,CO,2
2788,Blue Gastropub,6,Stoughton,ND,1
2789,Silver Deli,2,Montgomery,NY,3
2790,XMQ King,5,Armonk,TX,3
2791,12 Box,3,Cle Elum,PA,1
2792,Green Subs,2,Little Rock,NV,2
2793,QGA Creamery,3,Seneca,NM,2
2794,Red Spoon,2,Carmel,NV,2
2795,Belly Bakery,7,Bee Cave,WI,3
2796,Sugar Deli,7,Washington,CO,1
2797,Salty Pizza,3,Springfield,MN,2
2798,63 Pub,1,Paramus,CA,1
2799,Big Subs,1,Thornwood,MA,2
2800,Golden Bar & Grill,2,Metairie,CA,1
2801,336 Kitchen,6,Kemah,WA,1
2802,Big BBQ,2,St Joseph,CO,1
2803,Smokestack Subs,5,Essex,OR,1
2804,339 Burger,1,Silver Spring,MA,1
2805,Smokestack Shakes,1,Montclair,PA,1
2806,Blue Plate Grill & Tap,5,West Greenwich,DC,2
2807,Fast Curry,3,Beaumont,CA,3
2808,9498 Grill & Tap,4,Leavenworth,IL,1
2809,Hungry Creamery,7,Madison,CA,1
2810,Big Box,7,Tallahassee,IA,1
2811,8685 Pizza,6,Providence,CA,1
2812,Blue Brasserie,5,Alexandria Bay,FL,1
2813,Smokestack Curry,1,Riverside,NM,1
2814,Fast Diner,4,Tukwila,UT,1
2815,Red Deli,5,Orange,CT,2
2816,Thirsty Sushi,6,Hilton Head Island,WV,2
2817,Sugar Brasserie,6,La Grange,SD,2
2818,Sugar Diner,4,Westport,VT,3
2819,Spice Juice Bar,5,Gilbert,FL,2
2820,6755 Diner,1,San Gabriel,TX,3
2821,Sugar Juice Bar,3,Kansas City,NY,2
2822,Green BBQ,4,Arlington Heights,CA,2
2823,Sweet Pub,4,Temecula,PA,3
2824,Green Spoon,1,Sunrise Beach,DC,1
2825,Blue Plate Grill & Tap,6,New Haven,NY,1
2826,Sugar Diner,2,Greenwich,OK,2
2827,Blue Spoon,7,Brookline,TX,1
2828,Green BBQ,2,Vernon,CA,1
2829,Sweet Gastropub,3,New York,MD,2
2830,Fat Bar & Grill,2,Pullman,WA,2
2831,Fast Burger,2,New Haven,GA,3
2832,Fast Bakery,7,Pittsburgh,NE,1
2833,Golden Box,7,Park City,TX,1
2834,Belly Steakhouse,3,Westport,TN,2
2835,Silver Grill & Tap,7,Bristol,CA,1
2836,NQM Juice Bar,4,Flushing,VA,2
2837,Fast Grill,7,Stillwater,CT,1
2838,Blue Plate Grill,3,Washington,OR,1
2839,Green Subs,3,Miamisburg,LA,1
2840,Hungry Creamery,2,Eden Prairie,CT,2
2841,Smokestack Deli,4,Cedar Falls,PA,1
2842,Red Curry,4,Rumson,FL,1
2843,Belly Eatery,5,Southlake,IN,2
2844,Sugar Sushi,4,Durango,CA,1
2845,Fast Cafe,4,El Segundo,CO,3
2846,Green Pub,3,Monroe,CA,1
2847,CVG Bakery,6,Apex,PA,1
2848,Silver Box,4,New York,NJ,2
2849,Fat BBQ,6,Westland,NY,1
2850,Big Grill,5,Verona,MI,2
2851,Golden Bakery,4,Harrisburg,CA,1
2852,Salty Burger,4,Stoneham,GA,2
2853,32 Steakhouse,3,Fort Myers,NY,1
2854,Red BBQ,3,Hopkins,CT,2
2855,Silver Shakes,4,Lutsen,CA,2
2856,47 Box,7,Pensacola,TX,2
2857,60 Eatery,2,Livingston,ON,2
2858,STD King,7,Charleston,ID,3
2859,Fast Eats,3,Dorchester,UT,3
2860,Sugar Bar & Grill,5,Charleston,CA,2
2861,Red Deli,3,Falls Church,GA,3
2862,Belly House,1,Pittsburgh,HI,2
2863,Smokestack Juice Bar,5,Surrey,CA,2
2864,Silver Gastropub,7,San Jose,CO,1
2865,Fat Subs,2,Louisville,CA,2
2866,904 Bakery,6,Cleveland,FL,1
2867,Smokestack Brasserie,6,Virginia Beach,TX,1
2868,WK House,5,Rapid City,UT,2
2869,Silver Box,2,Hyannis,FL,3
2870,Silver Subs,6,Tupelo,TN,1
2871,Silver House,3,Medford,CA,1
2872,Silver Juice Bar,5,Denver,ND,2
2873,Blue Plate Shakes,2,Vancouver,NC,2
2874,Sugar Burger,5,New Sarpy,VA,2
2875,Salty Eatery,5,Flushing,CA,1
2876,5783 Pub,7,Hoboken,NY,3
2877,Sweet Deli,6,Atlanta,GA,3
2878,Big Pub,7,Philadelphia,CA,2
2879,Orange Pizza,7,Ottawa,FL,2
2880,Big Pizza,3,Atlanta,MO,2
2881,Smokestack Kitchen,7,Bozeman,MT,2
2882,Silver Gastropub,4,Cleveland,CA,3
2883,Big Bakery,3,Beech Grove,IL,2
2884,5269 Coffee,6,Minneapolis,GA,1
2885,Red Cafe,5,Portland,WA,1
2886,Hungry Eatery,2,Philadelphia,OR,2
2887,Blue Plate Eatery,1,Greenwich,CA,2
2888,Fat Eats,6,Biloxi,NV,1
2889,Sweet Pub,1,Cedar City,CA,2
2890,Smokestack Subs,1,Del Mar,AL,2
2891,6460 King,3,Ames,ID,2
2892,Orange Deli,5,Cudahy,GA,2
2893,Orange Grill,6,Hattiesburg,FL,3
2894,Orange Kitchen,2,Half Moon Bay,GA,1
2895,Red Grill,6,San Francisco,CO,3
2896,ZH Cafe,4,Missoula,MO,2
2897,923 Curry,5,Steamboat Springs,CA,1
2898,Silver Diner,7,Charleston,NM,2
2899,2190 Eatery,4,Port Jefferson,NC,3
2900,Hungry Burger,2,Jersey Shore,CA,1
2901,Fast Bar & Grill,2,Coronado,CA,1
2902,Red Bar & Grill,3,Gig Harbor,CA,1
2903,Golden Dragon,6,Knoxville,VA,2
2904,57 Subs,3,Columbus,CO,3
2905,Blue Cafe,3,Mill Valley,CA,2
2906,Green Kitchen,1,New York,CA,3
2907,Hungry Cafe,1,Lewes,UT,1
2908,Sweet Curry,5,Brooklyn,OK,3
2909,Blue Shakes,3,New York,AL,2
2910,9685 Pizza,7,Springfield,MO,1
2911,Blue Plate Creamery,4,Pasadena,OR,3
2912,Sugar Subs,5,Woodland Hills,CA,3
2913,Fast Subs,4,Columbia,MD,2
2914,Belly Cafe,1,New York,MI,3
2915,Orange Cafe,4,Frisco,ID,3
2916,Orange Dragon,3,Fultondale,DC,1
2917,KVY Bakery,7,Chicago,MA,1
2918,2172 Creamery,6,Grand Rapids,FL,3
2919,Fast Subs,6,Cannonsburg,MD,2
2920,Salty House,2,Kansas City,NJ,3
2921,Blue Burger,1,Canton,NJ,3
2922,Big Coffee,2,Owensboro,ON,2
2923,Sugar Curry,5,Yonkers,OH,3
2924,Salty BBQ,2,Anaheim,NJ,2
2925,Fast Pizza,7,Havre,WA,3
2926,Spice Pub,1,Centerville,FL,1
2927,Belly Steakhouse,2,Seattle,CA,3
2928,Spice Creamery,2,Milford,FL,1
2929,Big Sushi,4,Cottonwood,MI,2
2930,KDM Sushi,7,Elysburg,VT,3
2931,Hungry Brasserie,3,Clearwater,CA,1
2932,Golden Cafe,1,Sonora,WI,2
2933,903 Box,6,Mountain View,OH,2
2934,Blue Plate Brasserie,4,Galloway,WA,3
2935,Thirsty Juice Bar,7,New York,HI,1
2936,Thirsty Shakes,5,Durham,TX,2
2937,Silver Steakhouse,7,Perry,WI,3
2938,Salty Kitchen,7,Boston,MO,2
2939,IXA Dragon,5,Sacramento,VA,1
2940,Big Creamery,2,Lutherville,MD,1
2941,Orange Bar & Grill,3,Lansing,MA,1
2942,Fat Coffee,2,Glenwood Springs,OR,2
2943,Salty Juice Bar,1,Hammonton,CA,1
2944,266 Bar & Grill,3,Wilmington,MA,1
2945,Green Kitchen,2,Coeur D Alene,MA,1
2946,Thirsty Coffee,5,Winchester,TX,3
2947,Fat Steakhouse,6,Woodcliff Lake,NY,3
2948,Sweet Grill & Tap,6,Boston,OH,2
2949,Sugar Steakhouse,6,New Canaan,TX,1
2950,Silver Grill & Tap,1,Beverly Hills,FL,1
2951,37 Eatery,1,Laguna Beach,IL,2
2952,Fat Gastropub,4,New Orleans,GU,1
2953,1245 Deli,6,Worcester,CA,3
2954,917 Coffee,5,Encinitas,OH,2
2955,82 Box,1,Two Harbors,MA,2
2956,9694 Kitchen,5,Oakland,FL,2
2957,GO Cafe,3,Columbus,CA,1
2958,Belly Curry,6,Columbus,AK,2
2959,Thirsty Steakhouse,7,Escondido,OR,2
2960,Belly Creamery,4,El Paso,MT,2
2961,855 Eats,3,Kalaheo,ID,2
2962,Hungry Burger,6,Orleans,MO,1
2963,Smokestack BBQ,1,Brooklyn,FL,1
2964,NY Steakhouse,3,Kihei,CA,2
2965,Fat Pizza,4,Providence,CO,2
2966,Salty Brasserie,5,Hood River,MO,3
2967,Golden King,6,Forest Hills,CA,2
2968,Sweet Bar & Grill,7,Greensboro,PA,3
2969,Thirsty Box,1,Miami,CA,2
2970,Sugar House,4,San Jose,NJ,1
2971,Thirsty Pub,3,Bend,GA,1
2972,Thirsty Burger,5,Albuquerque,NY,3
2973,Green Brasserie,1,Jupiter,AZ,2
2974,Green Shakes,4,Wisconsin Dells,SD,3
2975,Red Shakes,7,Dallas,LA,1
2976,ONM Bar & Grill,1,Lafayette,NJ,2
2977,Salty Grill,4,San Antonio,IL,2
2978,Sweet Gastropub,1,Manchester,MS,1
2979,67 Creamery,5,Valparaiso,AL,3
2980,Blue Plate Eats,3,New York,NY,2
2981,7877 Spoon,6,Mobile,NJ,1
2982,Fat BBQ,5,New Orleans,FL,3
2983,Thirsty Creamery,1,Atlanta,CO,1
2984,Belly Gastropub,2,Chicago,CO,2
2985,Sugar Juice Bar,4,Las Vegas,LA,3
2986,95 Dragon,1,Sisters,CO,2
2987,Blue Burger,2,Fort Smith,MA,2
2988,318 Grill,2,Scranton,FL,2
2989,MK Bar & Grill,6,Fairfax,CA,2
2990,Silver King,6,Milwaukee,VA,3
2991,Spice Cafe,1,Denver,SC,1
2992,Sweet Cafe,5,North Bay,CA,2
2993,Salty Eats,1,Orland,NJ,2
2994,Red Grill,3,Fernandina Beach,MA,1
2995,Belly Bakery,7,Yakima,PA,1
2996,Silver Coffee,6,Madison,GA,3
2997,Spice Gastropub,1,New Orleans,WA,3
2998,FEH Diner,5,Skokie,UT,1
2999,Sweet Coffee,7,Long Beach,OR,3
3000,Sugar Pizza,4,Nederland,CA,1
3001,Orange Burger,5,Raymond,CA,1
3002,Fat Sushi,3,Harpers Ferry,UT,1
3003,Golden Coffee,5,San Pedro,CO,2
3004,Orange House,3,Millburn,CA,2
3005,Sugar Bar & Grill,6,Birmingham,WV,1
3006,Fat Brasserie,2,Bellaire,WA,3
3007,IRV Grill,3,Chico,VA,2
3008,Red Subs,3,Port Orchard,CA,3
3009,Sweet Bar & Grill,1,New York,OR,1
3010,Thirsty Creamery,4,Chicago,IL,2
3011,Silver Sushi,7,Wildwood,MA,3
3012,985 Bakery,7,Dearborn,IL,2
3013,Big Burger,6,Austin,TX,2
3014,Blue Juice Bar,7,Berlin Township,KY,2
3015,Sugar Box,6,Westwood,CA,2
3016,7878 Eats,1,Jersey City,MN,2
3017,Silver Spoon,1,New York,IL,2
3018,Salty Bakery,2,Smyrna,MA,1
3019,Green Brasserie,6,Liberty,VA,2
3020,QH Pub,7,Ooltewah,CA,2
3021,Sugar Deli,4,Santa Rosa,NY,1
3022,Orange Bakery,7,Atlanta,NY,2
3023,Silver BBQ,3,Albuquerque,PA,2
3024,Silver Box,7,Venice,CA,2
3025,Sweet Sushi,4,Issaquah,NH,2
3026,Fast Eatery,4,Riverview,NM,3
3027,Orange Pub,1,Jacksonville,MI,2
3028,Spice Dragon,6,Palm Desert,PA,3
3029,Orange Juice Bar,7,Cuero,MO,2
3030,Red Sushi,6,New York,PA,2
3031,Golden Coffee,6,Chicago,CO,3
3032,Green King,5,Washington,IL,3
3033,38 Juice Bar,3,Nantucket,TX,1
3034,8187 Subs,7,Walnut,CA,1
3035,Fast Bar & Grill,3,West Yellowstone,CA,3
3036,Orange Coffee,2,Quartzsite,ON,3
3037,47 Bar & Grill,7,Bar Harbor,CA,3
3038,Blue Plate King,5,Croton On Hudson,MN,3
3039,Sugar Juice Bar,4,Greenville,TX,2
3040,Red Grill,2,Los Angeles,FL,1
3041,Orange Gastropub,7,Worcester,NJ,1
3042,Orange House,4,Aspen,HI,3
3043,Spice Diner,5,Minneapolis,WI,2
3044,7107 Spoon,6,Brooklyn,WI,2
3045,Silver Burger,4,Brentwood,AL,2
3046,Blue Plate Juice Bar,6,Seattle,FL,3
3047,Silver Coffee,3,Hahira,NY,1
3048,Belly Eats,7,Southaven,CA,3
3049,Golden Diner,7,Jackson,NY,2
3050,296 Eatery,1,Manteca,MN,2
3051,Fat Steakhouse,3,Greenville,TX,2
3052,IB Kitchen,7,Chicago,MI,2
3053,Blue BBQ,4,New York,PA,2
3054,Sweet King,7,Brentwood,MI,2
3055,6098 Eatery,4,Highlands,TN,2
3056,Green Diner,6,Naples,IL,2
3057,Red King,6,Hudson,DC,2
3058,Salty Deli,7,Big Sur,MA,2
3059,Green Gastropub,4,Crofton,MD,2
3060,Belly Bar & Grill,6,Palm Springs,IL,2
3061,8118 Grill & Tap,4,Denver,NC,1
3062,Orange Subs,6,Indianapolis,MN,2
3063,Red Grill & Tap,6,Collingswood,NJ,1
3064,Blue Sushi,6,El Paso,FL,3
3065,Fat Spoon,2,San Francisco,GA,2
3066,Fast Box,2,New York,NY,1
3067,Thirsty Bar & Grill,4,Cohoes,WA,2
3068,Blue Plate Steakhouse,3,Pearland,IL,3
3069,Salty Spoon,3,Rye Brook,CA,2
3070,Fat Pub,2,La Grange,CO,2
3071,Smokestack Steakhouse,6,Berkeley,GA,1
3072,2066 Pub,4,Texarkana,TX,1
3073,Blue Plate Deli,6,Pomona,UT,3
3074,Fast Curry,4,Moneta,CO,1
3075,89 Burger,1,Los Angeles,OH,2
3076,4075 King,6,West Palm Beach,CA,3
3077,Blue House,6,Red Bank,TX,2
3078,Golden Dragon,1,North Dinwiddie,IL,2
3079,Spice BBQ,1,Orangeburg,CA,2
3080,824 Gastropub,2,Tucson,AR,2
3081,Belly House,5,Media,CA,3
3082,Golden Eatery,5,Delta,ID,2
3083,88 Spoon,1,Chicago,TN,3
3084,94 Steakhouse,6,Santa Clarita,ID,1
3085,Green Subs,2,San Francisco,CA,2
3086,Sweet Brasserie,2,Catskill,PA,2
3087,Orange Eatery,6,Sandusky,IN,2
3088,Blue House,7,Laurie,TX,2
3089,HTF Eatery,4,Salt Lake City,IL,2
3090,Thirsty Juice Bar,6,Chattanooga,QC,2
3091,Blue Plate Bakery,2,Brooklyn,NY,2
3092,Green House,4,Wilmington,DE,1
3093,Sugar Curry,5,Cypress,CA,1
3094,9077 BBQ,1,Pigeon Forge,OK,2
3095,Spice Creamery,3,Little Neck,TX,1
3096,Belly King,3,Millersburg,FL,2
3097,2778 Diner,4,Newnan,DE,2
3098,Green Grill & Tap,4,Minneapolis,LA,2
3099,Sweet Dragon,7,Phoenix,OH,3
3100,ELF Eats,3,Kansas City,IL,2
3101,Thirsty Sushi,4,Vista,WI,1
3102,9187 Pub,2,Fort Worth,CA,2
3103,Golden Grill & Tap,1,Malibu,RI,2
3104,Salty Sushi,7,Stockholm,MD,3
3105,Green Steakhouse,5,Falmouth,CA,1
3106,Golden Box,1,Falls Church,MA,3
3107,Belly Steakhouse,3,Anaheim,TN,3
3108,Orange Box,3,Virginia Beach,CT,2
3109,KFJ Gastropub,3,Blowing Rock,IL,1
3110,Orange Grill & Tap,2,Seattle,VA,2
3111,Thirsty Pizza,1,Tucson,NJ,2
3112,Green Diner,2,Rawlins,CA,3
3113,4113 Dragon,7,New York,PA,3
3114,655 BBQ,2,Boiling Springs,NJ,2
3115,Big Shakes,4,Branson,CO,2
3116,Belly Gastropub,3,Mount Royal,FL,1
3117,Silver Coffee,7,Appleton,WI,2
3118,Big House,5,Atlanta,VA,3
3119,63 Dragon,5,Minneapolis,CA,2
3120,Thirsty Shakes,4,Brooklyn,CA,1
3121,Green Gastropub,2,Sherman Oaks,VA,2
3122,Silver Diner,1,Alexandria,CA,1
3123,Thirsty Bakery,7,Pickerington,PA,2
3124,Red Kitchen,4,Laurel,CA,1
3125,Fast Deli,7,Arlington,CT,2
3126,6151 Steakhouse,4,San Clemente,MD,2
3127,Sweet Grill & Tap,5,Big Bear Lake,CA,2
3128,Thirsty Kitchen,1,Murphysboro,ON,3
3129,64 Burger,5,Rochester,PA,2
3130,Sugar Juice Bar,6,Manchester,MD,1
3131,Smokestack Juice Bar,5,Hot Springs,OK,1
3132,Smokestack Curry,4,Grand Forks,NY,1
3133,Sugar Deli,7,Livermore,ID,3
3134,Smokestack Diner,7,Cody,CA,2
3135,Orange Eats,4,Telluride,MI,1
3136,Smokestack Diner,2,Arlington,IN,2
3137,LJ Gastropub,6,Trenton,WA,3
3138,Smokestack Sushi,4,Houston,CA,2
3139,Sweet Gastropub,7,Richmond,ON,3
3140,Smokestack Box,7,Sausalito,NY,2
3141,Blue Plate House,7,Arlington,NY,2
3142,Fast Eatery,2,Plymouth,LA,3
3143,Golden Sushi,7,Seattle,NY,2
3144,Spice King,4,North Kingstown,WI,2
3145,Hungry Burger,2,Bradenton,TX,1
3146,JL Bakery,1,Harpswell,ME,2
3147,Green Pizza,2,Roanoke,NM,3
3148,7338 Diner,3,Wilmington,CO,3
3149,Big Eatery,7,Reno,AK,2
3150,Sugar King,5,Charleston,HI,2
3151,EHU Sushi,3,Santa Cruz,ID,2
3152,Golden Gastropub,5,Little Rock,CT,1
3153,68 Pub,1,Hanalei,FL,2
3154,963 Subs,1,New York,IL,2
3155,Blue Shakes,1,Portland,NJ,1
3156,HT Grill,4,Ponte Vedra Beach,MD,2
3157,Silver Bar & Grill,1,Temple City,FL,3
3158,Sweet BBQ,7,Los Angeles,CO,2
3159,Thirsty Burger,2,London,MI,2
3160,Sugar Spoon,6,Norfolk,DC,2
3161,Big Steakhouse,2,Independence,WI,1
3162,909 BBQ,3,Dearborn,MA,2
3163,KWX Diner,2,San Francisco,OK,2
3164,Smokestack Bar & Grill,7,Emporia,CA,1
3165,Belly Pub,7,Portland,NC,3
3166,Sweet Pizza,6,Northridge,CA,3
3167,Thirsty Curry,6,Pennington,LA,2
3168,Golden Grill & Tap,3,Woodstock,MA,1
3169,Fast Deli,6,Richfield,WA,2
3170,Salty Grill,5,Saratoga Springs,MI,2
3171,Blue Plate House,2,Lancaster,TX,3
3172,Golden Curry,1,Washington,OH,3
3173,Spice Bar & Grill,1,Englewood,CA,2
3174,Green Eatery,4,Seattle,ON,1
3175,Salty Gastropub,3,Raleigh,TX,1
3176,Sugar Box,6,Paris,WI,3
3177,Belly Coffee,3,Kissimmee,DC,1
3178,Orange Pizza,2,New York,KY,1
3179,Silver Pizza,1,Jamestown,CO,2
3180,EW Sushi,4,San Jose,NM,1
3181,Blue Kitchen,4,Rockville Centre,NJ,1
3182,Hungry King,7,Village of Clarkston,NC,2
3183,Blue Plate Dragon,4,Mendocino,FL,2
3184,31 Kitchen,5,Gulf Breeze,MS,2
3185,Thirsty Dragon,2,Arlington,SC,1
3186,YUK Eatery,4,San Francisco,FL,2
3187,57 Coffee,3,Tempe,FL,3
3188,4365 Grill & Tap,2,Cincinnati,NJ,1
3189,Fast Eatery,2,Marshfield,KY,2
3190,Belly Steakhouse,7,Milwaukee,NC,2
3191,Blue Plate Creamery,2,New York,MA,3
3192,DKG Creamery,4,Fall River,FL,2
3193,Fat Diner,5,Piscataway,VT,3
3194,HL Shakes,3,Oakland,WI,1
3195,452 Shakes,1,Hillsboro,HI,2
3196,Blue Plate Gastropub,3,Manchester,WA,2
3197,VN Sushi,2,Weston,TN,3
3198,998 Eats,1,Lander,NC,3
3199,Green Gastropub,3,Lewiston,CA,2
3200,Orange Eats,1,Plainville,CA,2
3201,Belly Deli,5,Minneapolis,NY,1
3202,Belly Pizza,4,New York,CA,2
3203,Green Dragon,3,Malden,IL,2
3204,Silver Eatery,5,Middlebury,VA,2
3205,Sugar Bar & Grill,6,Nashville,MD,3
